code,datetime,date,api,annee,mois,jour,url,fichier,taille,cahier
117,1912-04-06 00:00,6 avril 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789849,1912,4,6,http://collections.banq.qc.ca/retrieve/6631668,jrn03/devoir/src/1912/04/06/5226335_1912-04-06.pdf,13987885,5
118,1912-04-13 00:00,13 avril 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789860,1912,4,13,http://collections.banq.qc.ca/retrieve/6631690,jrn03/devoir/src/1912/04/13/5226335_1912-04-13.pdf,14054531,5
119,1912-04-20 00:00,20 avril 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789874,1912,4,20,http://collections.banq.qc.ca/retrieve/6631718,jrn03/devoir/src/1912/04/20/5226335_1912-04-20.pdf,14082313,5
120,1912-04-27 00:00,27 avril 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789886,1912,4,27,http://collections.banq.qc.ca/retrieve/6631742,jrn03/devoir/src/1912/04/27/5226335_1912-04-27.pdf,20206556,5
121,1912-05-04 00:00,4 mai 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789918,1912,5,4,http://collections.banq.qc.ca/retrieve/6631806,jrn03/devoir/src/1912/05/04/5226335_1912-05-04.pdf,21452054,5
122,1912-05-11 00:00,11 mai 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789940,1912,5,11,http://collections.banq.qc.ca/retrieve/6631850,jrn03/devoir/src/1912/05/11/5226335_1912-05-11.pdf,20703484,5
123,1912-05-18 00:00,18 mai 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789967,1912,5,18,http://collections.banq.qc.ca/retrieve/6631904,jrn03/devoir/src/1912/05/18/5226335_1912-05-18.pdf,14328125,5
124,1912-05-25 00:00,25 mai 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2789982,1912,5,25,http://collections.banq.qc.ca/retrieve/6631934,jrn03/devoir/src/1912/05/25/5226335_1912-05-25.pdf,14348674,5
125,1912-06-01 00:00,1 juin 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790007,1912,6,1,http://collections.banq.qc.ca/retrieve/6631982,jrn03/devoir/src/1912/06/01/5226335_1912-06-01.pdf,13616972,5
126,1912-06-08 00:00,8 juin 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790023,1912,6,8,http://collections.banq.qc.ca/retrieve/6632016,jrn03/devoir/src/1912/06/08/5226335_1912-06-08.pdf,14385708,5
127,1912-06-15 00:00,15 juin 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790039,1912,6,15,http://collections.banq.qc.ca/retrieve/6632048,jrn03/devoir/src/1912/06/15/5226335_1912-06-15.pdf,14464892,5
128,1912-06-22 00:00,22 juin 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790065,1912,6,22,http://collections.banq.qc.ca/retrieve/6632100,jrn03/devoir/src/1912/06/22/5226335_1912-06-22.pdf,13372060,5
129,1912-06-29 00:00,29 juin 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790081,1912,6,29,http://collections.banq.qc.ca/retrieve/6632132,jrn03/devoir/src/1912/06/29/5226335_1912-06-29.pdf,21105462,5
130,1912-07-06 00:00,6 juillet 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790092,1912,7,6,http://collections.banq.qc.ca/retrieve/6632154,jrn03/devoir/src/1912/07/06/5226335_1912-07-06.pdf,14173069,5
131,1912-07-13 00:00,13 juillet 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790126,1912,7,13,http://collections.banq.qc.ca/retrieve/6632221,jrn03/devoir/src/1912/07/13/5226335_1912-07-13.pdf,12822084,5
132,1912-07-20 00:00,20 juillet 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790159,1912,7,20,http://collections.banq.qc.ca/retrieve/6632288,jrn03/devoir/src/1912/07/20/5226335_1912-07-20.pdf,13287242,5
133,1912-07-27 00:00,27 juillet 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790172,1912,7,27,http://collections.banq.qc.ca/retrieve/6632313,jrn03/devoir/src/1912/07/27/5226335_1912-07-27.pdf,13387915,5
134,1912-08-03 00:00,3 août 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790195,1912,8,3,http://collections.banq.qc.ca/retrieve/6632360,jrn03/devoir/src/1912/08/03/5226335_1912-08-03.pdf,13791860,5
135,1912-08-10 00:00,10 août 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790204,1912,8,10,http://collections.banq.qc.ca/retrieve/6632378,jrn03/devoir/src/1912/08/10/5226335_1912-08-10.pdf,13968232,5
136,1912-08-17 00:00,17 août 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790238,1912,8,17,http://collections.banq.qc.ca/retrieve/6632446,jrn03/devoir/src/1912/08/17/5226335_1912-08-17.pdf,12899519,5
137,1912-08-24 00:00,24 août 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790251,1912,8,24,http://collections.banq.qc.ca/retrieve/6632472,jrn03/devoir/src/1912/08/24/5226335_1912-08-24.pdf,13288067,5
138,1912-08-31 00:00,31 août 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790263,1912,8,31,http://collections.banq.qc.ca/retrieve/6632496,jrn03/devoir/src/1912/08/31/5226335_1912-08-31.pdf,13204372,5
139,1912-09-07 00:00,7 septembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790287,1912,9,7,http://collections.banq.qc.ca/retrieve/6632544,jrn03/devoir/src/1912/09/07/5226335_1912-09-07.pdf,14318087,5
140,1912-09-14 00:00,14 septembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790336,1912,9,14,http://collections.banq.qc.ca/retrieve/6632641,jrn03/devoir/src/1912/09/14/5226335_1912-09-14.pdf,13957264,5
141,1912-09-21 00:00,21 septembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790357,1912,9,21,http://collections.banq.qc.ca/retrieve/6632684,jrn03/devoir/src/1912/09/21/5226335_1912-09-21.pdf,13321289,5
142,1912-09-28 00:00,28 septembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790383,1912,9,28,http://collections.banq.qc.ca/retrieve/6632736,jrn03/devoir/src/1912/09/28/5226335_1912-09-28.pdf,13645570,5
143,1912-10-05 00:00,5 octobre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790409,1912,10,5,http://collections.banq.qc.ca/retrieve/6632788,jrn03/devoir/src/1912/10/05/5226335_1912-10-05.pdf,13935359,5
144,1912-10-12 00:00,12 octobre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790426,1912,10,12,http://collections.banq.qc.ca/retrieve/6632822,jrn03/devoir/src/1912/10/12/5226335_1912-10-12.pdf,14239666,5
145,1912-10-19 00:00,19 octobre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790458,1912,10,19,http://collections.banq.qc.ca/retrieve/6632886,jrn03/devoir/src/1912/10/19/5226335_1912-10-19.pdf,14295439,5
146,1912-10-26 00:00,26 octobre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790473,1912,10,26,http://collections.banq.qc.ca/retrieve/6632916,jrn03/devoir/src/1912/10/26/5226335_1912-10-26.pdf,13997460,5
147,1912-11-02 00:00,2 novembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790493,1912,11,2,http://collections.banq.qc.ca/retrieve/6632956,jrn03/devoir/src/1912/11/02/5226335_1912-11-02.pdf,13216784,5
148,1912-11-09 00:00,9 novembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790513,1912,11,9,http://collections.banq.qc.ca/retrieve/6632994,jrn03/devoir/src/1912/11/09/5226335_1912-11-09.pdf,14014054,5
149,1912-11-16 00:00,16 novembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790523,1912,11,16,http://collections.banq.qc.ca/retrieve/6633016,jrn03/devoir/src/1912/11/16/5226335_1912-11-16.pdf,13153177,5
150,1912-11-23 00:00,23 novembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790537,1912,11,23,http://collections.banq.qc.ca/retrieve/6633044,jrn03/devoir/src/1912/11/23/5226335_1912-11-23.pdf,14033486,5
151,1912-11-30 00:00,30 novembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790574,1912,11,30,http://collections.banq.qc.ca/retrieve/6633118,jrn03/devoir/src/1912/11/30/5226335_1912-11-30.pdf,13823587,5
152,1912-12-07 00:00,7 décembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790610,1912,12,7,http://collections.banq.qc.ca/retrieve/6633190,jrn03/devoir/src/1912/12/07/5226335_1912-12-07.pdf,11513189,5
153,1912-12-14 00:00,14 décembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790647,1912,12,14,http://collections.banq.qc.ca/retrieve/6633262,jrn03/devoir/src/1912/12/14/5226335_1912-12-14.pdf,10837898,5
154,1912-12-21 00:00,21 décembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790681,1912,12,21,http://collections.banq.qc.ca/retrieve/6633325,jrn03/devoir/src/1912/12/21/5226335_1912-12-21.pdf,16759641,5
155,1912-12-28 00:00,28 décembre 1912,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790723,1912,12,28,http://collections.banq.qc.ca/retrieve/6633393,jrn03/devoir/src/1912/12/28/5226335_1912-12-28.pdf,10993152,5
156,1913-01-04 00:00,4 janvier 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790759,1913,1,4,http://collections.banq.qc.ca/retrieve/6633466,jrn03/devoir/src/1913/01/04/5226335_1913-01-04.pdf,11026766,5
157,1913-01-11 00:00,11 janvier 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790776,1913,1,11,http://collections.banq.qc.ca/retrieve/6633500,jrn03/devoir/src/1913/01/11/5226335_1913-01-11.pdf,15690007,5
158,1913-01-18 00:00,18 janvier 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790791,1913,1,18,http://collections.banq.qc.ca/retrieve/6633530,jrn03/devoir/src/1913/01/18/5226335_1913-01-18.pdf,12036252,5
159,1913-01-25 00:00,25 janvier 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790823,1913,1,25,http://collections.banq.qc.ca/retrieve/6633594,jrn03/devoir/src/1913/01/25/5226335_1913-01-25.pdf,11082454,5
160,1913-02-01 00:00,1 février 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790833,1913,2,1,http://collections.banq.qc.ca/retrieve/6633614,jrn03/devoir/src/1913/02/01/5226335_1913-02-01.pdf,11299934,5
161,1913-02-08 00:00,8 février 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790866,1913,2,8,http://collections.banq.qc.ca/retrieve/6633680,jrn03/devoir/src/1913/02/08/5226335_1913-02-08.pdf,11337995,5
162,1913-02-15 00:00,15 février 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790894,1913,2,15,http://collections.banq.qc.ca/retrieve/6633736,jrn03/devoir/src/1913/02/15/5226335_1913-02-15.pdf,11432511,5
163,1913-02-22 00:00,22 février 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790905,1913,2,22,http://collections.banq.qc.ca/retrieve/6633759,jrn03/devoir/src/1913/02/22/5226335_1913-02-22.pdf,11337409,5
164,1913-03-01 00:00,1 mars 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790924,1913,3,1,http://collections.banq.qc.ca/retrieve/6633797,jrn03/devoir/src/1913/03/01/5226335_1913-03-01.pdf,11406909,5
165,1913-03-08 00:00,8 mars 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790938,1913,3,8,http://collections.banq.qc.ca/retrieve/6633825,jrn03/devoir/src/1913/03/08/5226335_1913-03-08.pdf,11560515,5
166,1913-03-15 00:00,15 mars 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790958,1913,3,15,http://collections.banq.qc.ca/retrieve/6633865,jrn03/devoir/src/1913/03/15/5226335_1913-03-15.pdf,16364737,5
167,1913-03-22 00:00,22 mars 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2790999,1913,3,22,http://collections.banq.qc.ca/retrieve/6633947,jrn03/devoir/src/1913/03/22/5226335_1913-03-22.pdf,18078398,5
168,1913-03-29 00:00,29 mars 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791016,1913,3,29,http://collections.banq.qc.ca/retrieve/6633981,jrn03/devoir/src/1913/03/29/5226335_1913-03-29.pdf,11187324,5
169,1913-04-05 00:00,5 avril 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791031,1913,4,5,http://collections.banq.qc.ca/retrieve/6634011,jrn03/devoir/src/1913/04/05/5226335_1913-04-05.pdf,16479520,5
170,1913-04-12 00:00,12 avril 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791056,1913,4,12,http://collections.banq.qc.ca/retrieve/6634061,jrn03/devoir/src/1913/04/12/5226335_1913-04-12.pdf,10848676,5
171,1913-04-19 00:00,19 avril 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791090,1913,4,19,http://collections.banq.qc.ca/retrieve/6634127,jrn03/devoir/src/1913/04/19/5226335_1913-04-19.pdf,11263766,5
172,1913-04-26 00:00,26 avril 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791113,1913,4,26,http://collections.banq.qc.ca/retrieve/6634174,jrn03/devoir/src/1913/04/26/5226335_1913-04-26.pdf,11598537,5
173,1913-05-03 00:00,3 mai 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791146,1913,5,3,http://collections.banq.qc.ca/retrieve/6634241,jrn03/devoir/src/1913/05/03/5226335_1913-05-03.pdf,11171066,5
174,1913-05-10 00:00,10 mai 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791162,1913,5,10,http://collections.banq.qc.ca/retrieve/6634273,jrn03/devoir/src/1913/05/10/5226335_1913-05-10.pdf,11020330,5
175,1913-05-17 00:00,17 mai 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791194,1913,5,17,http://collections.banq.qc.ca/retrieve/6634337,jrn03/devoir/src/1913/05/17/5226335_1913-05-17.pdf,11200485,5
176,1913-05-24 00:00,24 mai 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791234,1913,5,24,http://collections.banq.qc.ca/retrieve/6634415,jrn03/devoir/src/1913/05/24/5226335_1913-05-24.pdf,10975366,5
177,1913-05-31 00:00,31 mai 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791283,1913,5,31,http://collections.banq.qc.ca/retrieve/6634515,jrn03/devoir/src/1913/05/31/5226335_1913-05-31.pdf,11138969,5
178,1913-06-07 00:00,7 juin 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791320,1913,6,7,http://collections.banq.qc.ca/retrieve/6634589,jrn03/devoir/src/1913/06/07/5226335_1913-06-07.pdf,11453884,5
179,1913-06-14 00:00,14 juin 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791339,1913,6,14,http://collections.banq.qc.ca/retrieve/6634627,jrn03/devoir/src/1913/06/14/5226335_1913-06-14.pdf,11333789,5
180,1913-06-21 00:00,21 juin 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791359,1913,6,21,http://collections.banq.qc.ca/retrieve/6634666,jrn03/devoir/src/1913/06/21/5226335_1913-06-21.pdf,11401234,5
181,1913-06-28 00:00,28 juin 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791389,1913,6,28,http://collections.banq.qc.ca/retrieve/6634726,jrn03/devoir/src/1913/06/28/5226335_1913-06-28.pdf,10918460,5
182,1913-07-05 00:00,5 juillet 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791429,1913,7,5,http://collections.banq.qc.ca/retrieve/6634807,jrn03/devoir/src/1913/07/05/5226335_1913-07-05.pdf,10773516,5
183,1913-07-12 00:00,12 juillet 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791459,1913,7,12,http://collections.banq.qc.ca/retrieve/6634867,jrn03/devoir/src/1913/07/12/5226335_1913-07-12.pdf,10705573,5
184,1913-07-19 00:00,19 juillet 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791486,1913,7,19,http://collections.banq.qc.ca/retrieve/6634921,jrn03/devoir/src/1913/07/19/5226335_1913-07-19.pdf,16765564,5
185,1913-07-26 00:00,26 juillet 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791521,1913,7,26,http://collections.banq.qc.ca/retrieve/6634991,jrn03/devoir/src/1913/07/26/5226335_1913-07-26.pdf,11347069,5
186,1913-08-02 00:00,2 août 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791537,1913,8,2,http://collections.banq.qc.ca/retrieve/6635023,jrn03/devoir/src/1913/08/02/5226335_1913-08-02.pdf,11211167,5
187,1913-08-09 00:00,9 août 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791594,1913,8,9,http://collections.banq.qc.ca/retrieve/6635136,jrn03/devoir/src/1913/08/09/5226335_1913-08-09.pdf,11673514,5
188,1913-08-16 00:00,16 août 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791614,1913,8,16,http://collections.banq.qc.ca/retrieve/6635177,jrn03/devoir/src/1913/08/16/5226335_1913-08-16.pdf,11133234,5
189,1913-08-23 00:00,23 août 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791627,1913,8,23,http://collections.banq.qc.ca/retrieve/6635203,jrn03/devoir/src/1913/08/23/5226335_1913-08-23.pdf,11374214,5
190,1913-08-30 00:00,30 août 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791640,1913,8,30,http://collections.banq.qc.ca/retrieve/6635230,jrn03/devoir/src/1913/08/30/5226335_1913-08-30.pdf,16957707,5
191,1913-09-06 00:00,6 septembre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791669,1913,9,6,http://collections.banq.qc.ca/retrieve/6635287,jrn03/devoir/src/1913/09/06/5226335_1913-09-06.pdf,11525136,5
192,1913-09-13 00:00,13 septembre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791689,1913,9,13,http://collections.banq.qc.ca/retrieve/6635329,jrn03/devoir/src/1913/09/13/5226335_1913-09-13.pdf,11463711,5
193,1913-09-20 00:00,20 septembre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791721,1913,9,20,http://collections.banq.qc.ca/retrieve/6635389,jrn03/devoir/src/1913/09/20/5226335_1913-09-20.pdf,17826970,5
194,1913-09-27 00:00,27 septembre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791737,1913,9,27,http://collections.banq.qc.ca/retrieve/6635423,jrn03/devoir/src/1913/09/27/5226335_1913-09-27.pdf,11756557,5
195,1913-10-04 00:00,4 octobre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791759,1913,10,4,http://collections.banq.qc.ca/retrieve/6635469,jrn03/devoir/src/1913/10/04/5226335_1913-10-04.pdf,17969518,5
196,1913-10-11 00:00,11 octobre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791780,1913,10,11,http://collections.banq.qc.ca/retrieve/6635508,jrn03/devoir/src/1913/10/11/5226335_1913-10-11.pdf,17983150,5
197,1913-10-18 00:00,18 octobre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791795,1913,10,18,http://collections.banq.qc.ca/retrieve/6635539,jrn03/devoir/src/1913/10/18/5226335_1913-10-18.pdf,17534018,5
198,1913-10-25 00:00,25 octobre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791814,1913,10,25,http://collections.banq.qc.ca/retrieve/6635576,jrn03/devoir/src/1913/10/25/5226335_1913-10-25.pdf,11881312,5
200,1913-11-08 00:00,8 novembre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791854,1913,11,8,http://collections.banq.qc.ca/retrieve/6635657,jrn03/devoir/src/1913/11/08/5226335_1913-11-08.pdf,17433866,5
201,1913-11-15 00:00,15 novembre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791882,1913,11,15,http://collections.banq.qc.ca/retrieve/6635713,jrn03/devoir/src/1913/11/15/5226335_1913-11-15.pdf,17267046,5
202,1913-11-22 00:00,22 novembre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791902,1913,11,22,http://collections.banq.qc.ca/retrieve/6635753,jrn03/devoir/src/1913/11/22/5226335_1913-11-22.pdf,17128304,5
203,1913-11-29 00:00,29 novembre 1913,http://collections.banq.qc.ca/api/service-notice?handle=52327/2791926,1913,11,29,http://collections.banq.qc.ca/retrieve/6635801,jrn03/devoir/src/1913/11/29/5226335_1913-11-29.pdf,16923150,5
